hour,day_of_week,is_weekend,route_id,stop_sequence,distance_to_next_stop_km,traffic_level,rain_flag,passenger_count,bus_capacity,actual_travel_time_min,crowding_level
0,5,True,19,3,1.02,3,1,28,50,8.21685076546005,Medium
7,4,False,4,8,1.77,2,0,46,50,9.45438919062687,High
14,6,True,8,3,2.77,1,0,33,50,7.109130762558697,Medium
3,2,False,14,9,1.38,1,1,22,50,6.6026159531540305,Medium
2,6,True,20,13,1.5,2,0,41,50,5.748262190811753,High
17,2,False,3,4,0.64,1,0,44,50,5.690524510898856,High
5,4,False,18,6,1.02,3,0,36,50,6.466126939620781,Medium
18,5,True,1,11,1.89,2,0,34,50,9.825839277322975,Medium
15,3,False,11,2,2.77,3,1,37,50,12.604121926691604,Medium
23,6,True,12,9,2.28,3,0,35,50,8.730215997649573,Medium
9,0,False,1,3,2.42,3,0,39,50,12.180665082559823,High
11,3,False,13,4,1.5,1,0,22,50,3.572274549388341,Medium
3,3,False,16,7,1.66,3,0,34,50,7.646029003676096,Medium
14,3,False,17,11,1.75,1,0,20,50,4.648748596589153,Medium
3,6,True,15,14,2.07,1,0,24,50,6.036877119258957,Medium
18,3,False,12,3,2.71,2,0,46,50,12.197474892347522,High
1,4,False,7,13,1.01,2,0,30,50,4.575786850462601,Medium
7,3,False,9,12,1.16,2,0,45,50,7.250280739198367,High
10,1,False,3,8,0.9,1,0,41,50,5.697308960348969,High
9,5,True,18,12,2.03,2,1,50,50,12.706819098369419,High
21,3,False,17,12,2.37,2,0,37,50,8.353409447438896,Medium
20,0,False,16,9,2.75,3,0,50,50,13.117431403875383,High
16,5,True,9,10,2.7,3,0,37,50,9.909607755713562,Medium
13,2,False,8,1,2.15,1,0,22,50,6.1087704353533,Medium
10,4,False,8,7,1.41,1,0,40,50,6.869617822919828,High
4,1,False,13,12,1.54,2,0,25,50,6.349454137895842,Medium
3,0,False,1,7,1.13,1,0,11,50,3.200419116513226,Low
8,4,False,11,12,1.57,2,0,44,50,9.495426907344722,High
16,3,False,4,6,1.87,2,0,27,50,7.178005922596852,Medium
1,3,False,3,11,1.39,3,0,30,50,7.37086547245749,Medium
9,5,True,1,13,1.06,1,0,35,50,7.161927610415718,Medium
20,4,False,11,2,2.8,2,1,48,50,14.000006268570292,High
13,4,False,9,6,1.52,3,0,36,50,8.017653144168172,Medium
17,5,True,5,2,0.69,2,0,42,50,7.261968941378877,High
14,4,False,13,12,2.99,2,0,33,50,9.48045409868295,Medium
5,4,False,6,11,2.55,2,0,25,50,7.861359062539765,Medium
15,6,True,13,6,1.7,2,0,26,50,6.083116519058424,Medium
18,6,True,12,13,1.53,1,0,48,50,7.251401238825279,High
1,5,True,6,1,1.54,1,0,23,50,4.135842979118567,Medium
16,0,False,18,13,1.2,2,0,28,50,4.993411351728832,Medium
1,6,True,10,14,2.05,3,0,31,50,8.64279933713891,Medium
18,2,False,10,14,1.33,1,0,37,50,7.100140442684515,Medium
5,5,True,11,2,1.13,2,1,33,50,8.470127886438426,Medium
2,5,True,1,14,1.73,1,0,27,50,5.160323175142677,Medium
13,1,False,11,9,2.66,3,0,33,50,9.858099834550416,Medium
4,1,False,11,14,0.73,3,0,38,50,6.140494412520704,High
8,5,True,19,13,1.19,1,0,49,50,7.489633788590837,High
6,3,False,8,10,2.37,1,0,16,50,6.3773534313667035,Low
15,0,False,20,3,0.77,1,0,22,50,3.1143005464685256,Medium
4,5,True,18,13,2.28,3,0,38,50,8.19636762638788,High
8,0,False,8,13,2.49,3,0,45,50,13.216632352908134,High
12,1,False,14,7,1.24,2,0,39,50,5.500527184215523,High
15,0,False,20,3,1.07,1,0,33,50,4.085649235714298,Medium
0,0,False,6,9,1.91,1,0,32,50,5.24360350028564,Medium
12,4,False,3,9,2.92,2,0,33,50,8.971880043499493,Medium
12,6,True,8,13,1.84,1,0,34,50,5.741240637987254,Medium
0,6,True,2,9,1.52,3,0,35,50,7.917200214659522,Medium
9,6,True,16,10,2.95,1,0,45,50,11.050971635982005,High
17,4,False,14,3,0.98,3,0,41,50,9.694687979985627,High
15,5,True,1,14,2.62,3,0,27,50,9.789746275434663,Medium
17,0,False,5,11,2.66,2,0,47,50,11.736165800593056,High
8,3,False,13,5,1.76,2,1,50,50,12.517311884628343,High
12,5,True,6,2,0.81,3,0,25,50,6.818438242177765,Medium
16,4,False,14,9,2.09,1,0,26,50,6.856802616144222,Medium
10,6,True,10,11,2.9,1,0,36,50,9.754223141018047,Medium
22,1,False,17,6,1.7,3,1,28,50,9.874070215660806,Medium
19,6,True,11,6,2.05,2,0,40,50,10.420738818804788,High
6,4,False,9,2,1.43,2,1,34,50,8.84040534601593,Medium
16,3,False,10,12,1.11,1,0,30,50,3.5795208459201087,Medium
5,6,True,2,1,1.63,1,0,22,50,6.2698265711690215,Medium
16,6,True,20,13,1.01,1,0,23,50,2.7655372966985623,Medium
20,3,False,10,5,1.79,3,0,50,50,11.185850239781663,High
20,4,False,19,12,0.73,2,1,50,50,10.126594742745183,High
22,1,False,1,14,2.46,1,0,30,50,6.239698424908991,Medium
11,4,False,18,7,2.83,3,0,31,50,10.35258243263795,Medium
23,6,True,13,11,2.33,1,1,32,50,7.4117926650807515,Medium
2,5,True,16,5,1.12,1,1,20,50,6.1626672287919995,Medium
11,4,False,5,6,2.91,1,0,24,50,7.070065167330234,Medium
14,0,False,16,10,2.08,3,0,28,50,9.400154800330967,Medium
3,1,False,2,13,0.7,2,0,38,50,4.4045192208898385,High
2,4,False,14,6,0.57,3,0,33,50,5.92871044689535,Medium
12,4,False,12,7,2.06,2,0,24,50,7.108183775999746,Medium
7,1,False,15,5,0.7,1,0,46,50,5.497683502131048,High
21,1,False,12,6,1.84,2,0,35,50,7.081517131846979,Medium
18,4,False,12,1,0.89,3,0,46,50,9.17184014648111,High
10,5,True,14,8,1.31,2,0,46,50,9.645248495313133,High
23,2,False,2,1,2.42,3,0,27,50,8.869151186957861,Medium
7,1,False,6,7,0.62,2,0,50,50,7.0425758152162565,High
21,1,False,13,10,2.46,1,0,18,50,6.132157442799085,Low
5,6,True,2,11,0.93,2,0,32,50,4.74231681159695,Medium
14,5,True,13,1,1.46,3,0,42,50,7.6681692052110675,High
8,3,False,15,1,0.99,3,1,50,50,11.743687350130118,High
10,6,True,14,13,0.84,2,0,50,50,8.222454940023413,High
17,3,False,5,1,1.41,1,1,43,50,8.314300775679996,High
19,6,True,7,11,1.04,3,0,41,50,9.212685567415821,High
19,5,True,16,13,1.79,3,0,50,50,11.424009303995032,High
23,2,False,7,6,2.28,1,0,23,50,5.785378873353493,Medium
5,5,True,5,10,1.52,2,0,24,50,5.9155505529503465,Medium
22,4,False,1,3,2.76,2,0,27,50,8.63731469334001,Medium
11,1,False,10,6,2.92,2,0,20,50,9.19411883933622,Medium
8,0,False,12,13,2.62,3,0,46,50,11.95616023744888,High
13,1,False,1,3,2.92,2,0,20,50,8.87510252909318,Medium
0,5,True,19,4,0.56,1,0,30,50,2.0,Medium
22,5,True,11,10,0.75,1,0,27,50,3.074776291031237,Medium
23,0,False,6,14,0.66,1,0,17,50,2.979093431930492,Low
6,4,False,9,13,1.92,3,0,33,50,8.512872177217652,Medium
9,5,True,14,7,2.64,3,0,49,50,12.767807435905056,High
0,4,False,20,1,1.6,2,0,35,50,6.290967914620355,Medium
4,0,False,13,7,0.97,3,0,34,50,6.877026404976002,Medium
17,6,True,12,7,0.57,2,0,45,50,7.0071897590909,High
0,5,True,18,3,0.89,1,0,23,50,2.901665955638232,Medium
1,6,True,17,6,1.89,2,1,30,50,9.283034529989179,Medium
2,0,False,18,6,1.85,1,0,16,50,4.751214736227063,Low
8,3,False,8,10,0.77,3,0,50,50,8.84826078369154,High
22,1,False,15,9,1.21,2,0,34,50,5.065472663384618,Medium
6,3,False,7,1,2.21,2,0,23,50,7.420934553161461,Medium
22,0,False,10,9,2.75,3,0,41,50,10.44460516062898,High
5,6,True,17,5,2.52,1,0,16,50,6.52374157880401,Low
17,4,False,20,7,2.15,3,0,50,50,11.77810120918398,High
6,2,False,8,8,1.31,1,0,18,50,4.719811175924328,Low
18,3,False,4,14,2.42,3,0,49,50,11.65187007321802,High
4,3,False,2,2,2.08,2,0,28,50,6.754489119720515,Medium
3,4,False,8,6,2.73,2,0,31,50,7.798194175570314,Medium
21,5,True,9,10,1.17,3,0,29,50,6.363467835395502,Medium
21,4,False,2,14,0.78,2,0,23,50,3.837060627023994,Medium
9,5,True,6,2,2.55,1,1,28,50,11.22509456582112,Medium
16,0,False,14,2,1.16,1,0,13,50,3.6744230092480907,Low
20,3,False,6,5,2.48,2,0,42,50,11.37846586476401,High
7,2,False,19,6,1.45,1,0,38,50,7.834514138293214,High
15,3,False,3,2,2.22,1,0,22,50,6.269093295696026,Medium
22,5,True,19,10,0.68,2,1,31,50,7.128401285917348,Medium
16,6,True,4,12,2.56,2,0,21,50,8.349090140601987,Medium
15,4,False,15,4,0.9,3,0,34,50,5.927014945171728,Medium
17,6,True,9,7,0.85,1,0,41,50,7.153128143417655,High
7,1,False,6,11,1.14,1,0,35,50,6.555416653958311,Medium
2,4,False,7,2,1.88,1,0,25,50,5.219480564814649,Medium
9,1,False,8,13,2.05,1,0,40,50,8.091330238368256,High
22,0,False,9,9,2.0,1,0,27,50,5.494732950910475,Medium
13,5,True,2,3,1.7,1,0,28,50,4.847549288540117,Medium
18,3,False,7,7,0.92,1,0,41,50,5.2891918406144285,High
6,4,False,1,7,0.71,2,1,32,50,6.072234301926597,Medium
7,0,False,13,3,1.34,2,0,44,50,8.526030111451226,High
11,3,False,9,6,2.86,2,0,31,50,9.15611344009086,Medium
18,5,True,3,6,2.74,2,0,50,50,10.42389711619372,High
4,4,False,8,1,1.33,1,0,28,50,4.0983224889736904,Medium
15,5,True,7,12,1.63,3,0,31,50,8.242053728580117,Medium
20,3,False,19,4,2.51,2,0,49,50,11.428979392038709,High
19,1,False,15,12,1.26,2,0,39,50,7.531181846105481,High
18,6,True,16,7,1.5,3,1,44,50,12.100712893295018,High
4,2,False,2,2,1.36,2,0,28,50,5.808018316268727,Medium
13,6,True,14,8,2.03,3,0,41,50,7.667137461606632,High
3,4,False,16,10,2.2,2,0,30,50,7.8231151627070785,Medium
9,1,False,16,12,2.22,1,0,39,50,8.532616960975187,High
6,5,True,8,3,1.12,2,0,33,50,4.9984907448234,Medium
11,4,False,6,3,1.02,2,0,27,50,5.227369404081265,Medium
3,1,False,19,4,2.85,2,0,36,50,8.332127223185996,Medium
18,0,False,1,14,0.93,1,0,25,50,6.246516204054632,Medium
6,5,True,2,8,1.61,1,0,26,50,4.204620904423011,Medium
7,2,False,7,5,1.27,1,0,44,50,7.429937359563835,High
6,2,False,18,6,2.67,2,0,26,50,8.765665983673365,Medium
2,6,True,17,5,0.57,1,1,9,50,4.958859377991071,Low
10,4,False,18,6,1.05,1,0,46,50,6.476132219401629,High
0,2,False,11,5,1.05,2,0,29,50,5.460006827863754,Medium
18,3,False,2,2,0.53,3,0,44,50,8.02814473580487,High
2,0,False,10,1,1.88,1,0,12,50,5.392591839205836,Low
3,1,False,15,8,1.32,1,0,26,50,4.701371045371735,Medium
19,6,True,8,5,1.04,2,0,40,50,8.248918270464596,High
3,6,True,18,1,1.06,1,1,19,50,5.743834232847698,Low
11,5,True,20,2,1.21,3,1,41,50,7.8142398949355805,High
21,0,False,14,10,1.59,1,0,23,50,5.404481623011585,Medium
12,0,False,5,12,2.95,3,0,35,50,11.190960238780931,Medium
8,5,True,2,5,2.08,2,0,50,50,9.642321656431768,High
19,4,False,20,2,2.22,1,0,42,50,8.216805392717497,High
9,2,False,11,11,1.7,3,0,50,50,10.520535956627226,High
22,6,True,4,14,1.64,1,0,25,50,4.80162199829908,Medium
15,1,False,18,4,2.77,3,0,34,50,9.905755070155802,Medium
9,1,False,16,6,2.73,2,0,44,50,12.133536820970043,High
21,1,False,3,5,1.16,2,0,24,50,4.977050244608064,Medium
23,5,True,9,13,0.7,1,0,27,50,3.3119623643582736,Medium
22,4,False,12,14,2.51,1,0,33,50,6.634328887102097,Medium
17,2,False,6,4,0.57,3,1,48,50,10.404280563046722,High
20,4,False,16,8,1.1,3,0,47,50,9.817929040538303,High
22,5,True,15,10,0.72,1,0,26,50,3.0194803430562316,Medium
13,6,True,13,9,2.24,2,0,31,50,7.888741739207152,Medium
2,3,False,17,4,2.94,1,0,20,50,7.225232904286919,Medium
6,0,False,4,4,0.87,3,0,34,50,6.347771791699338,Medium
19,5,True,7,11,1.29,1,0,38,50,6.674631224319676,High
4,4,False,12,5,2.01,3,0,40,50,8.773505420093237,High
14,0,False,6,2,0.82,2,0,31,50,5.022269372124839,Medium
10,2,False,7,2,1.29,3,0,49,50,10.213105453194473,High
1,0,False,19,9,2.42,1,0,26,50,6.164597394271771,Medium
20,3,False,4,2,2.04,2,1,42,50,11.595602255349874,High
3,5,True,2,2,2.54,2,0,27,50,7.797419553898236,Medium
16,0,False,20,11,1.68,3,0,40,50,7.260929694222245,High
6,6,True,19,10,2.47,1,0,21,50,7.074035300397616,Medium
14,0,False,15,10,2.72,1,1,23,50,9.012797108477994,Medium
22,0,False,7,14,0.55,2,0,19,50,5.123654475460718,Low
14,4,False,8,8,1.74,1,1,30,50,6.776195334805085,Medium
16,0,False,11,11,2.13,2,1,37,50,9.378315855823828,Medium
9,3,False,17,8,2.12,2,1,38,50,11.921034126495558,High
21,5,True,20,1,2.09,3,0,40,50,9.02077694868197,High
18,2,False,8,11,2.4,1,0,39,50,8.343449168866947,High
16,4,False,20,4,2.42,1,0,29,50,4.975410246205773,Medium
21,6,True,9,9,1.83,3,0,44,50,8.30535927637612,High
7,0,False,8,2,0.55,1,0,30,50,5.409487169956556,Medium
10,0,False,15,11,2.2,2,0,46,50,10.51015067738524,High
0,5,True,4,11,1.49,3,0,32,50,8.118643534681036,Medium
20,5,True,3,2,1.98,2,0,49,50,10.09114333163837,High
19,0,False,12,14,1.61,2,0,45,50,8.969844277035131,High
21,5,True,13,5,2.32,2,0,30,50,7.953390041695625,Medium
18,2,False,3,3,2.73,2,0,38,50,10.406768242689438,High
22,6,True,12,12,2.19,1,0,29,50,5.393363629191646,Medium
22,5,True,17,12,0.79,1,0,24,50,2.4227576751999034,Medium
18,5,True,4,7,2.06,1,0,38,50,8.706360145450173,High
0,6,True,3,6,2.29,1,0,25,50,5.4951939864115875,Medium
2,6,True,7,1,1.98,2,0,33,50,7.8321532661578805,Medium
2,5,True,5,1,1.49,3,1,26,50,9.37945297360681,Medium
18,6,True,15,11,2.63,2,0,48,50,11.98627396152579,High
1,0,False,16,3,0.73,1,0,27,50,3.055812969710696,Medium
15,6,True,10,5,2.92,1,0,15,50,7.90523934640049,Low
7,5,True,3,7,0.75,2,0,46,50,7.781399214854001,High
3,2,False,13,9,1.28,3,0,37,50,7.511921281406394,Medium
1,1,False,6,9,1.21,2,0,30,50,5.3354679050163405,Medium
17,1,False,18,12,0.5,2,1,35,50,8.26803282599308,Medium
14,4,False,10,10,2.01,1,0,23,50,6.016503941977037,Medium
3,0,False,11,1,2.61,3,0,33,50,9.51177039293001,Medium
19,4,False,3,2,2.39,3,0,46,50,11.89852596367515,High
0,1,False,3,6,2.46,2,0,30,50,7.8772204639928916,Medium
16,4,False,6,11,1.9,2,0,36,50,5.728655358652835,Medium
10,2,False,6,8,1.7,2,0,41,50,9.34286693295359,High
20,4,False,1,10,1.77,1,0,43,50,7.894736582794741,High
8,3,False,17,3,2.46,3,0,49,50,12.684446048066501,High
21,3,False,11,4,0.8,1,1,27,50,5.624569769338317,Medium
13,2,False,10,12,1.34,2,0,33,50,5.153417970300273,Medium
15,1,False,9,14,0.98,1,0,18,50,3.3510187579682698,Low
22,0,False,3,3,2.69,3,0,32,50,10.078127859557053,Medium
8,5,True,19,10,2.26,1,0,46,50,8.843418444098479,High
15,6,True,17,10,1.35,3,0,32,50,7.242163071021167,Medium
0,5,True,20,3,0.53,1,1,20,50,5.324570474842995,Medium
2,5,True,6,4,1.74,1,1,30,50,7.399405649459576,Medium
22,1,False,3,12,2.49,3,0,31,50,10.342414561328322,Medium
0,0,False,19,3,2.74,2,0,34,50,9.024771069009805,Medium
23,0,False,14,5,0.85,2,0,35,50,4.487620722025454,Medium
2,6,True,13,8,0.6,2,0,26,50,3.3347206722408353,Medium
19,1,False,10,11,1.81,3,0,50,50,10.955856624366259,High
0,4,False,20,7,1.65,1,0,26,50,4.7434230469141285,Medium
17,3,False,16,3,2.1,1,0,40,50,8.013036033517247,High
7,1,False,14,5,0.64,1,0,45,50,6.218759073989323,High
2,2,False,6,9,1.52,2,0,31,50,5.707253126654578,Medium
10,2,False,17,8,2.39,2,0,48,50,11.396593003216445,High
2,0,False,8,8,0.5,3,0,33,50,4.186331780141705,Medium
12,2,False,12,12,1.41,3,0,31,50,6.592344461235099,Medium
23,0,False,5,5,1.58,1,0,26,50,5.088698650041154,Medium
5,5,True,6,8,2.17,2,0,30,50,7.484085648236981,Medium
1,6,True,2,14,2.76,1,1,31,50,8.760020362636212,Medium
1,5,True,7,10,1.44,2,0,35,50,6.304625043296586,Medium
5,6,True,9,7,0.87,3,0,26,50,6.425770313871921,Medium
17,4,False,5,7,1.0,2,0,46,50,8.723590696178672,High
6,6,True,1,9,1.78,3,0,35,50,7.59417920712349,Medium
1,2,False,17,3,2.67,2,1,30,50,10.106947403308876,Medium
3,0,False,3,6,1.11,1,0,20,50,4.044392290884026,Medium
1,5,True,2,1,0.87,3,0,31,50,5.558081980803692,Medium
10,0,False,19,1,2.97,1,0,34,50,10.092239015560851,Medium
16,3,False,19,7,2.83,2,0,36,50,8.61089586018057,Medium
14,2,False,7,6,0.88,2,0,22,50,5.002245228587952,Medium
2,2,False,2,10,2.05,2,1,27,50,8.561050111492053,Medium
21,1,False,9,3,2.09,2,0,25,50,6.567778467376364,Medium
14,1,False,4,9,0.73,1,0,18,50,3.2813099020161154,Low
11,5,True,7,6,2.71,1,0,30,50,6.715281709204706,Medium
1,2,False,13,4,2.75,2,0,28,50,8.897420626702749,Medium
1,5,True,13,6,2.83,3,0,27,50,10.159983195491357,Medium
7,4,False,15,11,2.24,2,0,47,50,10.685471265829246,High
23,0,False,17,4,2.56,1,0,22,50,7.071256942511343,Medium
16,1,False,10,2,1.01,2,0,32,50,4.781110581587216,Medium
2,2,False,16,2,2.29,1,0,21,50,6.128626973845483,Medium
20,5,True,5,14,0.72,3,0,43,50,9.734986924978704,High
14,3,False,13,13,2.45,1,0,15,50,6.997209787390274,Low
21,2,False,16,7,1.85,3,1,34,50,10.179950373740532,Medium
23,4,False,3,10,2.2,1,0,28,50,5.643691034580388,Medium
12,0,False,5,6,1.29,2,0,28,50,5.139590210013862,Medium
2,0,False,1,5,0.71,2,0,23,50,4.752513308360793,Medium
4,3,False,2,7,0.81,1,0,22,50,2.9825629722520444,Medium
0,3,False,17,10,0.67,3,0,32,50,5.897599672349816,Medium
6,0,False,15,11,0.94,3,0,35,50,6.373702899395746,Medium
11,3,False,7,2,2.3,2,1,34,50,9.53857216920703,Medium
7,2,False,16,10,1.67,2,0,43,50,7.900643695233715,High
9,2,False,14,1,0.93,1,0,37,50,6.21848807003727,Medium
5,1,False,11,1,1.89,2,0,28,50,7.759914833405267,Medium
1,2,False,9,7,2.76,1,1,21,50,9.017170774068646,Medium
8,5,True,9,6,2.1,1,0,45,50,8.381630039041205,High
14,0,False,20,8,2.89,1,1,33,50,8.935070852869858,Medium
14,1,False,13,5,0.9,3,0,40,50,5.936291648816739,High
4,4,False,5,3,1.01,2,0,26,50,5.2555969935363684,Medium
23,2,False,11,2,0.99,1,1,26,50,4.704422030666171,Medium
6,4,False,13,14,2.1,3,0,36,50,8.490265803932612,Medium
7,2,False,12,11,1.92,2,0,50,50,9.86394069519351,High
20,6,True,15,5,1.97,1,0,34,50,9.28864090214916,Medium
22,6,True,11,13,2.99,3,0,41,50,10.278463436657923,High
6,6,True,16,14,2.55,2,1,27,50,9.818592366750352,Medium
10,2,False,17,14,1.75,1,0,47,50,8.694138651372748,High
17,4,False,4,13,2.26,1,0,44,50,9.431620525292267,High
21,4,False,19,1,1.04,1,0,29,50,3.2199677529011494,Medium
11,0,False,19,7,1.21,1,0,29,50,4.048973666405098,Medium
6,2,False,16,7,2.0,1,0,22,50,5.57052049097871,Medium
17,6,True,20,8,0.95,2,1,44,50,9.462562975767042,High
16,6,True,16,9,2.41,1,1,27,50,7.767919536454162,Medium
0,6,True,5,6,1.36,3,0,39,50,6.636963037076871,High
15,0,False,16,14,2.77,1,1,17,50,8.870241193330397,Low
11,1,False,1,8,1.21,3,0,34,50,7.045386004864923,Medium
1,6,True,10,14,2.82,3,0,37,50,10.597184907870396,Medium
4,0,False,11,13,1.11,1,1,31,50,6.5464092447604365,Medium
19,4,False,14,11,0.85,2,0,37,50,8.085809129382746,Medium
16,3,False,4,5,1.9,3,0,40,50,8.326631965614858,High
13,3,False,6,4,1.5,3,0,37,50,6.667045228394348,Medium
8,5,True,18,13,1.98,3,0,50,50,11.926846950907553,High
23,5,True,15,10,1.99,3,0,35,50,8.613038330714437,Medium
18,5,True,13,1,2.87,1,0,40,50,10.446184134645325,High
11,0,False,3,11,1.34,1,0,24,50,3.749307131389539,Medium
7,5,True,4,10,0.75,3,0,43,50,9.784852265429386,High
5,6,True,17,10,2.49,3,0,33,50,9.505069012578533,Medium
15,6,True,10,6,1.02,3,0,35,50,6.5165956454809555,Medium
2,2,False,3,12,2.91,2,0,22,50,8.58707845979396,Medium
12,5,True,18,5,0.97,2,0,31,50,4.943959169936503,Medium
23,0,False,19,7,2.91,2,0,27,50,8.810693322958452,Medium
10,3,False,17,7,2.06,3,0,45,50,11.977155164799896,High
9,1,False,13,6,1.32,3,0,45,50,10.998448723076702,High
14,3,False,16,12,1.27,1,0,31,50,4.725505529304867,Medium
22,0,False,10,2,0.85,3,0,43,50,5.283914449570513,High
22,3,False,12,8,2.12,1,0,25,50,6.413041706921467,Medium
22,1,False,7,11,3.0,2,0,19,50,9.053108631961,Low
9,0,False,3,5,1.34,1,0,43,50,7.129125447161423,High
5,0,False,10,2,2.16,3,0,37,50,8.453713625333396,Medium
2,2,False,19,4,2.71,3,0,35,50,9.196699210962315,Medium
22,2,False,4,11,1.7,2,0,24,50,6.397651428632156,Medium
12,0,False,19,4,2.04,1,0,15,50,5.218505390683093,Low
23,4,False,15,4,0.78,3,0,27,50,6.02502086661975,Medium
17,3,False,15,11,1.12,2,0,48,50,7.947977926350871,High
17,1,False,13,5,2.32,3,1,50,50,13.409531434689846,High
17,2,False,16,8,2.99,2,0,42,50,12.88776941775215,High
22,1,False,20,7,1.99,1,0,22,50,4.917186921210799,Medium
10,1,False,12,10,1.82,3,1,50,50,13.313889387329047,High
5,3,False,7,9,0.89,2,0,33,50,4.359370948960762,Medium
22,3,False,14,6,2.49,1,0,20,50,7.098384482267259,Medium
22,3,False,6,4,0.54,1,0,19,50,2.765194892652276,Low
20,4,False,14,11,1.46,2,0,48,50,8.497211707442256,High
14,1,False,4,13,1.03,1,0,28,50,3.858695640029007,Medium
7,4,False,13,7,1.85,3,0,43,50,11.410587116093085,High
19,3,False,6,13,2.81,3,1,45,50,15.485158900064768,High
9,1,False,6,8,1.04,1,0,42,50,6.9979319017394035,High
23,2,False,4,3,2.19,2,0,37,50,7.147414806738494,Medium
22,4,False,1,6,2.37,1,0,29,50,5.701275024818273,Medium
8,6,True,1,9,0.84,1,0,36,50,6.070961592253795,Medium
1,6,True,2,9,0.62,1,0,32,50,2.7281853639478904,Medium
15,2,False,20,9,0.79,2,0,28,50,5.328100960459329,Medium
18,1,False,13,9,2.3,1,0,38,50,8.317766997778461,High
20,6,True,12,9,1.29,2,0,44,50,8.320605403067546,High
4,1,False,16,8,2.52,3,0,35,50,9.728146820703714,Medium
23,2,False,11,11,2.51,3,0,36,50,9.749270876920857,Medium
20,5,True,10,13,0.99,1,0,36,50,6.9563145629578305,Medium
3,4,False,15,9,1.37,1,0,19,50,4.703656017263464,Low
10,3,False,11,10,0.88,1,1,44,50,8.241320530417655,High
2,4,False,16,10,2.12,2,0,29,50,7.4658888808814226,Medium
22,5,True,18,14,0.85,3,0,39,50,6.410940247535773,High
16,6,True,15,3,2.19,1,1,21,50,7.60985769649165,Medium
12,0,False,6,9,0.8,1,0,25,50,2.6168717000449946,Medium
4,3,False,8,12,1.14,3,0,37,50,6.434803135612997,Medium
13,4,False,2,6,0.96,2,1,25,50,7.076835577432054,Medium
14,1,False,17,14,0.82,2,0,43,50,5.101182247693446,High
8,4,False,12,3,1.99,2,0,44,50,9.689540397466203,High
18,1,False,12,2,2.66,1,0,40,50,10.502754635562274,High
1,4,False,1,5,1.14,2,0,35,50,4.798706419741352,Medium
20,0,False,7,11,2.97,1,0,44,50,11.109260681654963,High
1,5,True,7,10,0.87,3,0,32,50,5.545171095691277,Medium
23,4,False,20,14,1.74,3,0,26,50,8.031629899948218,Medium
7,0,False,5,3,2.89,2,0,48,50,11.59275296947308,High
16,4,False,20,3,1.43,2,0,31,50,5.669046319703762,Medium
16,3,False,16,8,0.5,2,0,28,50,4.184446239079666,Medium
4,0,False,8,5,2.64,1,1,19,50,9.401808783918895,Low
22,2,False,8,12,2.89,1,0,21,50,7.450899559875268,Medium
12,5,True,13,6,0.89,1,0,28,50,3.537383587199629,Medium
22,4,False,15,2,1.65,1,0,31,50,3.8326290211205536,Medium
9,1,False,2,9,1.09,2,0,50,50,8.880715927625586,High
13,2,False,18,5,1.95,3,0,33,50,8.335606162048077,Medium
9,1,False,6,8,2.37,1,0,50,50,9.66521206304386,High
0,2,False,18,10,2.38,1,0,28,50,5.8745933922698645,Medium
13,6,True,1,9,0.56,1,1,23,50,4.352980013592267,Medium
13,0,False,4,2,0.98,1,1,26,50,6.401888037353714,Medium
14,3,False,19,12,1.3,3,0,28,50,6.245222177338018,Medium
10,0,False,9,13,1.35,2,0,35,50,8.596778596564752,Medium
17,1,False,6,1,2.85,1,0,34,50,10.261710051441407,Medium
0,0,False,10,14,2.8,1,1,27,50,8.51112521491619,Medium
3,4,False,2,1,2.23,3,1,39,50,11.329787603731209,High
16,4,False,1,13,2.53,1,0,25,50,6.980769603043221,Medium
9,1,False,20,12,2.47,3,0,50,50,12.576233475923004,High
10,0,False,13,7,2.68,1,0,37,50,9.806596164287694,Medium
12,2,False,13,14,2.88,2,0,24,50,8.873460396719109,Medium
4,4,False,9,4,0.89,1,1,19,50,5.4971091212087195,Low
8,6,True,10,14,1.34,1,0,38,50,6.9415711494993335,High
15,0,False,2,2,2.9,1,0,31,50,7.6101313015586705,Medium
12,2,False,9,4,1.75,1,1,24,50,6.2082407127817625,Medium
6,3,False,8,10,2.29,1,0,27,50,6.258934434760706,Medium
19,6,True,8,3,0.67,3,0,45,50,8.786286873393554,High
4,4,False,5,5,1.38,2,1,25,50,7.509913551832798,Medium
9,3,False,9,2,0.84,3,0,48,50,8.985959238117916,High
0,3,False,2,4,1.1,3,0,25,50,6.647506900539872,Medium
17,4,False,12,2,1.23,1,0,36,50,7.425405038571275,Medium
16,1,False,17,12,1.03,1,0,24,50,3.1069444663673966,Medium
7,3,False,4,2,1.67,2,0,48,50,8.882427740090865,High
8,4,False,2,6,1.71,2,0,46,50,9.470907592256435,High
17,3,False,12,14,0.64,1,0,42,50,6.079979985856721,High
10,6,True,3,14,0.83,2,0,39,50,7.828632013976896,High
16,3,False,4,10,0.98,3,0,33,50,6.20732647425178,Medium
20,2,False,12,3,1.35,1,0,43,50,7.283528501346695,High
17,2,False,3,2,2.32,2,0,38,50,10.162663404381007,High
16,0,False,11,7,1.86,1,0,19,50,5.380923122945188,Low
6,1,False,15,7,2.41,1,0,31,50,5.915676250369777,Medium
14,2,False,10,5,2.83,1,0,19,50,7.152781990620211,Low
